x1,y1,z1,x2,y2,z2
6.58093,-0.801,4.82924,6.63322,26.812,3.19892
1.75278,-0.801,4.31215,1.49046,26.812,3.59026
5.97628,26.812,4.63801,3.46351,-0.801,3.48244
5.6412,26.812,5.04918,7.03322,-0.801,3.08373
1.13282,-0.801,4.86518,5.71213,26.812,3.50046
7.59441,26.812,4.54517,6.95765,-0.801,4.37489
6.25571,26.812,4.65211,2.20945,-0.801,2.79562
1.93123,26.812,3.87931,3.62962,-0.801,2.81412
7.76856,-0.801,4.05487,1.11648,26.812,3.46673
2.49429,26.812,4.81835,7.76709,-0.801,2.68821
6.28354,26.812,4.27687,1.99268,-0.801,2.79282
6.39723,26.812,4.8607,7.44316,-0.801,3.16617
3.20474,-0.801,3.95737,6.27933,26.812,3.20133
1.15757,26.812,3.70437,6.28341,-0.801,2.87654
8.17586,26.812,5.06484,3.46816,-0.801,3.18028
5.62859,-0.801,4.53521,3.36767,26.812,2.76827
6.87917,-0.801,4.39309,5.73054,26.812,3.33687
0.872398,26.812,4.1793,1.81632,-0.801,2.79363
6.3894,-0.801,4.7473,8.08427,26.812,4.0811
1.85609,-0.801,5.18762,1.14026,26.812,3.30814
7.29187,26.812,4.78459,6.34874,-0.801,4.19647
2.15557,-0.801,4.54597,3.62721,26.812,2.83756
7.75242,26.812,2.71783,2.37422,-0.801,2.68016
1.74891,-0.801,4.90652,1.85528,26.812,3.32794
6.65333,26.812,2.92401,5.7238,-0.801,2.6866
1.21413,-0.801,3.5148,3.38225,26.812,2.84971
5.44107,-0.801,4.1387,1.03588,26.812,3.64812
1.15367,-0.801,5.14382,6.37949,26.812,3.11227
3.14426,26.812,3.82898,6.86002,-0.801,2.7832
6.00376,26.812,4.44839,2.4826,-0.801,3.08306
2.52607,-0.801,4.51518,1.601,26.812,3.68983
1.36306,26.812,4.87411,2.59706,-0.801,2.759
7.64885,-0.801,5.23556,5.72459,26.812,4.88105
3.62805,26.812,5.17256,2.29526,-0.801,3.52177
2.72568,26.812,5.12469,7.62254,-0.801,3.48514
3.3723,-0.801,4.74655,7.84241,26.812,3.88272
8.1036,26.812,5.03517,3.42437,-0.801,4.14274
6.69511,26.812,4.69428,3.49731,-0.801,3.88172
6.7646,-0.801,5.12695,7.32674,26.812,4.22832
2.47969,26.812,5.08832,8.08277,-0.801,4.13838
3.70598,-0.801,4.57262,2.87418,26.812,3.06171
2.97355,26.812,4.87509,6.87142,-0.801,3.69871
6.80585,26.812,4.94708,8.12133,-0.801,3.46774
2.65498,-0.801,4.31587,6.84436,26.812,3.61762
0.855523,-0.801,4.7343,3.47712,26.812,2.83186
6.28481,-0.801,5.15456,1.83984,26.812,3.53596
6.9294,-0.801,3.87874,7.19754,26.812,2.84174
5.30787,26.812,5.16099,5.28568,-0.801,3.00377
3.6149,26.812,4.09474,3.12609,-0.801,2.69692
1.6345,-0.801,4.55429,1.71201,26.812,3.39075
5.51257,26.812,3.33567,7.72376,-0.801,2.79366
3.06606,26.812,4.80297,8.15799,-0.801,3.1638
6.14698,26.812,4.835,7.18721,-0.801,3.22052
5.96646,26.812,4.46176,2.29826,-0.801,2.72182
0.94673,26.812,4.34252,7.86019,-0.801,3.29252
2.33818,-0.801,4.29007,6.32289,26.812,3.28615
3.18323,-0.801,4.09883,1.69724,26.812,3.15563
5.44513,26.812,4.94682,3.43356,-0.801,3.29052
5.31662,26.812,4.38801,5.27667,-0.801,3.76129
7.4351,26.812,3.38038,1.77279,-0.801,2.98442
3.11357,-0.801,4.55487,2.60717,26.812,3.65635
5.31322,26.812,5.22964,2.29857,-0.801,4.35651
2.81153,26.812,4.88057,1.31989,-0.801,3.35771
3.70818,-0.801,4.70537,7.24343,26.812,3.59289
1.56491,-0.801,4.97427,3.07382,26.812,3.61744
3.20291,-0.801,4.78411,6.32682,26.812,4.12611
6.25869,-0.801,4.56258,5.29208,26.812,2.67993
8.08285,-0.801,4.98317,2.96498,26.812,3.84913
1.28396,-0.801,4.75246,2.4354,26.812,4.28614
6.78599,-0.801,4.48628,7.73672,26.812,3.88967
1.73897,-0.801,5.18808,3.7045,26.812,3.92474
6.69804,26.812,3.8656,1.07901,-0.801,3.23614
3.05164,26.812,4.72703,0.820696,-0.801,2.75221
5.79538,-0.801,5.12475,6.3135,26.812,2.98063
2.53741,26.812,5.14597,6.60919,-0.801,3.16398
7.77602,-0.801,4.10329,5.5792,26.812,2.74953
2.85484,-0.801,3.49095,3.79362,26.812,3.41375
5.56489,-0.801,5.1846,1.34859,26.812,2.91952
5.86997,-0.801,4.84206,5.73129,26.812,3.44899
3.65769,-0.801,5.12357,1.80641,26.812,2.83537
2.02203,-0.801,3.13855,1.64533,26.812,2.92598
2.44484,26.812,4.81454,6.11788,-0.801,2.80101
6.07186,26.812,4.88709,5.86183,-0.801,2.72702
3.59288,-0.801,4.11674,7.70477,26.812,2.94146
7.4217,-0.801,4.53281,0.952583,26.812,3.58672
7.95252,-0.801,5.04234,6.1977,26.812,3.56779
3.64374,-0.801,4.77827,2.8798,26.812,4.31599
6.99214,-0.801,4.5456,7.42402,26.812,2.82361
1.91738,26.812,4.69884,6.41704,-0.801,3.73935
8.04476,-0.801,4.00721,2.88932,26.812,3.1624
2.00975,26.812,4.61937,7.37136,-0.801,3.69533
0.995265,26.812,3.29476,7.02159,-0.801,3.0852
1.77757,26.812,4.73477,3.76063,-0.801,2.85224
0.941037,-0.801,3.59678,3.52738,26.812,2.77387
7.51393,-0.801,5.06628,1.71335,26.812,3.33135
1.24847,26.812,5.05385,1.25037,-0.801,2.76224
7.37117,26.812,4.41219,7.63711,-0.801,3.35609
2.12631,26.812,3.35782,5.35078,-0.801,2.99633
6.59922,26.812,4.82343,5.81513,-0.801,2.85831
5.74361,26.812,4.34719,6.69409,-0.801,4.04054
2.58449,26.812,4.72705,7.91912,-0.801,3.6493
8.19674,26.812,3.42616,6.28235,-0.801,2.96333
5.71465,-0.801,4.6583,6.5728,26.812,2.67342
3.22589,-0.801,4.95227,3.27227,26.812,2.79949
5.24251,-0.801,5.19773,7.97246,26.812,4.18492
1.17146,-0.801,5.0753,6.60076,26.812,3.16199
6.26615,26.812,4.82692,3.39355,-0.801,2.74887
6.46078,26.812,5.1603,3.36285,-0.801,3.21624
5.72047,-0.801,4.79164,5.94786,26.812,3.2858
3.5419,26.812,4.70846,6.0281,-0.801,4.15552
1.85989,26.812,5.03903,6.69964,-0.801,3.03828
8.13837,26.812,5.12395,2.34797,-0.801,4.44398
3.51161,-0.801,2.93219,7.01216,26.812,2.61095
7.98494,-0.801,4.54114,6.70055,26.812,3.12981
0.854804,-0.801,3.61816,1.5274,26.812,3.00842
7.53491,-0.801,5.12208,3.68477,26.812,4.25052
2.57867,26.812,3.78975,7.71947,-0.801,2.66422
5.46185,26.812,4.78063,6.86795,-0.801,2.78526
1.39353,26.812,4.29691,0.907908,-0.801,2.69882
2.71999,-0.801,4.86548,6.46425,26.812,2.67371
1.12416,26.812,4.70664,1.61098,-0.801,3.53375
1.59177,26.812,5.02559,2.35576,-0.801,4.34218
2.23966,-0.801,5.18448,7.89308,26.812,3.57487
7.74592,-0.801,3.72649,5.46768,26.812,2.67168
7.12275,26.812,4.90643,5.39322,-0.801,4.02617
6.89237,-0.801,3.93149,3.52863,26.812,3.26805
5.53669,26.812,5.04363,6.40476,-0.801,3.23534
7.33745,-0.801,4.01008,2.32374,26.812,2.85029
5.30662,26.812,3.95305,2.54051,-0.801,2.71723
2.22592,-0.801,4.28576,6.5264,26.812,3.36079
6.88711,26.812,5.11603,2.01496,-0.801,3.04645
7.79039,26.812,4.56756,3.69325,-0.801,3.49615
1.51288,-0.801,4.60519,6.81948,26.812,3.17402
6.65558,26.812,3.02837,5.67588,-0.801,2.71329
3.7496,26.812,3.97777,1.25334,-0.801,3.67507
3.46721,26.812,4.58069,6.06288,-0.801,2.71078
7.67631,26.812,5.19085,6.48853,-0.801,3.12496
1.05382,-0.801,4.91164,5.68113,26.812,4.3873
1.96303,-0.801,5.1433,2.59399,26.812,3.2284
1.16061,26.812,4.77719,6.22749,-0.801,4.42065
2.2027,-0.801,4.41226,6.82158,26.812,3.80341
6.70887,26.812,4.7075,2.29968,-0.801,3.34376
7.71142,-0.801,3.81565,7.19365,26.812,2.83996
7.99434,-0.801,5.07526,2.21102,26.812,3.46738
7.58039,26.812,4.77482,5.98081,-0.801,3.05849
1.99294,-0.801,4.58456,8.02994,26.812,3.20477
1.82603,-0.801,4.21664,5.93758,26.812,3.26786
1.08757,-0.801,5.14283,1.71359,26.812,4.46589
1.81163,-0.801,4.99753,8.00085,26.812,4.57546
7.02491,-0.801,4.83616,2.64401,26.812,3.15587
2.00806,-0.801,4.51313,5.78256,26.812,2.97016
7.17814,-0.801,3.03627,6.78386,26.812,2.77682
6.04655,26.812,5.172,3.38589,-0.801,3.62548
0.914938,-0.801,3.22955,8.1429,26.812,2.68859
7.46585,26.812,4.90175,2.98998,-0.801,4.23568
6.91208,-0.801,4.16689,2.50516,26.812,2.63524
7.06896,-0.801,5.07098,5.77358,26.812,3.55535
6.17867,-0.801,4.91428,5.45193,26.812,4.535
7.29409,26.812,4.65459,3.06842,-0.801,2.97613
1.99596,-0.801,4.783,3.55648,26.812,3.88956
6.16341,-0.801,4.84206,1.68795,26.812,3.65695
8.00919,26.812,3.66873,6.00762,-0.801,2.852
7.08535,26.812,5.17366,0.884129,-0.801,3.98367
7.92475,26.812,4.17624,6.36138,-0.801,3.95884
8.0173,26.812,4.20049,6.58303,-0.801,2.74681
2.72313,-0.801,4.84982,7.70728,26.812,3.54804
2.47001,-0.801,4.87682,6.96697,26.812,3.38172
1.43073,-0.801,4.52226,7.6599,26.812,3.62789
2.21503,-0.801,4.47737,7.90589,26.812,3.77612
7.65929,-0.801,3.39755,3.22657,26.812,2.7676
3.48376,26.812,4.79091,6.27806,-0.801,3.04738
6.35331,26.812,4.9154,6.75605,-0.801,3.64173
6.86848,-0.801,4.31204,6.25922,26.812,3.60456
7.09083,26.812,5.01812,3.52463,-0.801,3.91707
7.92774,26.812,4.85252,6.88438,-0.801,4.08052
1.50701,-0.801,5.07535,7.6337,26.812,4.83466
6.84205,26.812,5.2074,6.53417,-0.801,3.09405
8.17765,-0.801,4.04658,6.46621,26.812,3.31598
7.12784,26.812,4.62389,6.56753,-0.801,2.86565
3.82097,26.812,4.46753,3.06143,-0.801,3.51646
3.16337,-0.801,5.02516,1.00812,26.812,3.22182
6.7795,-0.801,4.61894,5.61134,26.812,3.5403
1.80328,26.812,4.86615,1.82085,-0.801,3.59334
1.13102,-0.801,4.62704,6.20869,26.812,4.37807
0.884092,-0.801,4.68221,5.75797,26.812,4.01677
2.12437,26.812,4.70907,6.15911,-0.801,2.69966
1.6608,-0.801,4.36551,2.42347,26.812,3.05854
7.45406,26.812,5.19085,6.70878,-0.801,2.94864
6.45001,-0.801,3.7662,2.77443,26.812,3.58459
6.65773,-0.801,5.05108,3.46011,26.812,4.79599
8.01632,26.812,4.82692,0.95671,-0.801,2.64889
6.85359,-0.801,4.38438,7.15724,26.812,3.98639
7.27313,-0.801,4.47104,3.4677,26.812,2.9079
3.64507,26.812,4.06785,2.18948,-0.801,3.06274
7.31589,-0.801,5.09048,3.04209,26.812,4.2303
2.86634,-0.801,5.11805,0.986563,26.812,3.78427
6.91596,-0.801,4.89531,8.24978,26.812,2.97354
1.45797,26.812,4.12547,1.15744,-0.801,2.8962
3.75603,-0.801,5.20395,7.4154,26.812,2.69674
0.928747,26.812,5.18837,3.22468,-0.801,2.96322
2.80213,26.812,3.96294,6.18882,-0.801,3.68337
2.93032,-0.801,5.00472,5.84822,26.812,3.64646
2.23221,26.812,4.20402,5.91887,-0.801,3.96437
2.84041,-0.801,4.21712,5.2703,26.812,3.12076
7.29808,-0.801,4.50257,2.09138,26.812,3.39106
2.48704,-0.801,4.35863,3.44288,26.812,3.52803
8.01338,26.812,4.47486,6.29579,-0.801,3.85633
2.96982,26.812,4.94932,8.16879,-0.801,4.13808
1.53909,-0.801,4.92543,7.59704,26.812,3.3159
2.24951,26.812,4.28683,5.68358,-0.801,3.74635
5.83203,26.812,4.73071,7.06246,-0.801,3.81417
5.62024,-0.801,3.10504,2.5308,26.812,2.74293
1.12036,26.812,4.26209,7.65797,-0.801,3.15375
6.61414,-0.801,4.38249,5.58651,26.812,2.60864
5.4158,26.812,4.77702,1.17492,-0.801,2.71816
6.97586,26.812,4.14779,0.999768,-0.801,3.11939
5.58713,-0.801,4.03523,1.08278,26.812,3.3601
2.68511,26.812,3.61693,5.95193,-0.801,3.20488
5.29138,26.812,4.86651,3.43393,-0.801,4.35248
7.87893,-0.801,4.95452,5.74482,26.812,3.04345
2.93218,-0.801,4.56587,3.56564,26.812,2.87715
3.7307,-0.801,5.21442,0.878659,26.812,3.50257
2.53565,-0.801,4.95556,3.49699,26.812,3.03321
7.44791,-0.801,3.35939,1.19064,26.812,2.82724
7.26241,-0.801,4.96431,3.7115,26.812,4.27321
6.33932,26.812,4.78728,5.9556,-0.801,2.69324
3.84281,26.812,4.3461,7.34932,-0.801,2.69784
5.37407,-0.801,4.86787,5.56249,26.812,3.33017
6.84079,-0.801,3.70212,2.2159,26.812,2.66037
1.45551,26.812,4.91044,6.37204,-0.801,3.70379
2.30407,26.812,5.07487,8.01777,-0.801,3.40866
2.85912,-0.801,4.7346,2.859,26.812,3.44346
5.73051,26.812,4.8963,2.05484,-0.801,3.26469
2.9158,26.812,4.2936,2.33699,-0.801,2.80476
6.43895,26.812,5.05473,1.69917,-0.801,3.55665
1.96534,26.812,4.78662,6.73468,-0.801,4.33979
3.69232,-0.801,4.68276,7.23394,26.812,3.23397
7.3788,-0.801,5.04953,6.54144,26.812,4.27328
3.3778,-0.801,4.57332,6.8695,26.812,2.98106
5.34017,26.812,3.22718,0.958616,-0.801,2.92415
1.34557,26.812,4.37134,2.78091,-0.801,3.94713
7.4143,-0.801,4.84263,7.97534,26.812,2.7844
2.01123,26.812,4.23859,5.35064,-0.801,3.26524
1.28892,26.812,4.70837,7.88227,-0.801,3.6548
1.38354,26.812,3.71938,3.1582,-0.801,3.26739
1.14689,26.812,4.60406,1.84782,-0.801,2.72935
8.00435,-0.801,3.65036,5.41911,26.812,2.75478
6.29162,-0.801,3.81428,3.18502,26.812,2.74788
7.53989,26.812,3.90928,6.22357,-0.801,2.80702
7.3799,26.812,5.07028,1.80249,-0.801,3.43558
6.23854,-0.801,4.54185,6.7917,26.812,2.94194
6.38035,26.812,3.62567,5.79168,-0.801,2.66648
3.3035,26.812,4.33384,6.46762,-0.801,3.00629
8.1529,26.812,5.06527,7.2685,-0.801,3.18016
5.7135,26.812,4.5622,7.30118,-0.801,2.92738
7.82816,26.812,5.04178,1.87059,-0.801,3.10769
3.40048,-0.801,4.36368,5.72189,26.812,2.63652
7.91248,26.812,4.41529,3.3546,-0.801,2.64395
1.98361,26.812,4.0761,5.53848,-0.801,3.85504
7.70487,26.812,3.8229,7.61572,-0.801,2.84657
2.45991,-0.801,5.2147,5.89133,26.812,3.63539
6.23025,26.812,5.15833,7.08491,-0.801,4.42507
1.33475,26.812,5.12437,1.68689,-0.801,3.55582
0.902677,-0.801,4.91066,3.79775,26.812,3.31784
2.74591,26.812,4.81209,2.49158,-0.801,2.85047
8.1143,-0.801,3.53887,6.68448,26.812,2.62689
1.6489,-0.801,4.91346,1.03063,26.812,2.77014
2.79178,-0.801,5.21102,3.22227,26.812,3.14944
7.23996,26.812,4.91636,3.54556,-0.801,3.64539
2.82139,26.812,3.41342,5.77786,-0.801,2.7753
3.46961,26.812,4.15615,1.05243,-0.801,3.37337
1.7093,26.812,3.08286,6.20092,-0.801,2.74563
6.8191,-0.801,3.38636,3.61041,26.812,2.6914
3.6195,-0.801,4.79512,3.00011,26.812,4.32838
1.47923,26.812,4.62669,7.50595,-0.801,2.92266
1.726,26.812,4.19992,7.06557,-0.801,2.78632
5.92724,-0.801,4.70259,2.21264,26.812,3.09759
7.23328,-0.801,4.31313,6.14971,26.812,3.10973
5.4145,26.812,5.09875,6.50167,-0.801,3.10448
5.66437,26.812,4.6703,8.19688,-0.801,4.12921
1.80811,26.812,4.74701,3.56281,-0.801,3.84224
6.83043,-0.801,4.87781,1.15176,26.812,4.33458
5.60243,26.812,4.84138,6.26044,-0.801,3.23826
2.44897,-0.801,4.98508,6.57325,26.812,3.11094
2.2917,-0.801,4.98054,1.95146,26.812,3.49892
2.76542,-0.801,4.78319,3.70834,26.812,3.98665
5.96799,-0.801,4.96266,5.97621,26.812,3.17034
6.37268,26.812,4.46242,1.14436,-0.801,2.78637
1.37094,26.812,5.18275,5.70255,-0.801,4.23608
7.5283,-0.801,4.07965,7.047,26.812,3.2729
1.04075,26.812,4.79302,1.97878,-0.801,2.71767
2.41672,26.812,5.00793,5.79975,-0.801,4.27525
2.87102,26.812,3.61037,1.26072,-0.801,2.77008
7.09578,26.812,3.65405,5.86982,-0.801,2.78255
2.35573,-0.801,4.7286,7.59982,26.812,3.9535
7.88055,26.812,4.39528,5.64687,-0.801,3.10563
2.49705,-0.801,4.21839,5.29788,26.812,3.18986
2.20257,26.812,4.11379,6.93317,-0.801,3.37544
5.57314,26.812,5.145,1.12399,-0.801,4.29293
6.30223,26.812,4.18663,1.92339,-0.801,2.90394
0.890276,-0.801,4.16193,1.57404,26.812,3.29958
3.43714,-0.801,4.71055,3.02448,26.812,3.54872
5.84195,26.812,3.52709,1.15004,-0.801,2.83318
7.52151,-0.801,4.62344,6.05243,26.812,3.25705
1.56109,26.812,5.17373,2.3576,-0.801,4.30411
1.62384,26.812,4.31275,3.1212,-0.801,2.70385
2.29113,-0.801,4.19419,3.31926,26.812,2.75886
6.29032,-0.801,4.72904,1.97531,26.812,3.80194
1.53481,-0.801,4.20766,6.45449,26.812,2.89076
7.52411,26.812,4.48714,3.1359,-0.801,2.70356
3.16269,26.812,4.43801,2.1424,-0.801,3.31408
1.82295,26.812,4.53355,5.85063,-0.801,3.38867
2.04959,26.812,2.92847,7.61492,-0.801,2.78359
1.06619,26.812,4.79726,8.09673,-0.801,3.22635
2.67948,26.812,5.0234,2.17232,-0.801,2.65686
5.44402,-0.801,4.69174,8.08265,26.812,3.09747
3.20143,-0.801,4.10496,3.73218,26.812,2.69877
1.87748,26.812,4.68731,5.58914,-0.801,3.03175
6.4236,-0.801,5.15519,6.5558,26.812,3.11892
7.43249,-0.801,4.62152,3.1054,26.812,3.57045
6.84187,-0.801,5.08688,1.03685,26.812,3.80711
7.07616,-0.801,5.1678,3.2136,26.812,2.8746
6.4967,-0.801,4.08453,1.32239,26.812,3.48175
1.36384,26.812,4.2676,2.80242,-0.801,3.08931
6.72019,26.812,4.30259,1.52442,-0.801,3.99969
5.37273,-0.801,3.65244,5.34807,26.812,3.13592
7.42839,26.812,4.32169,5.6107,-0.801,3.034
7.69247,-0.801,5.03713,1.44881,26.812,3.65764
5.66319,-0.801,3.11073,5.3321,26.812,2.78218
5.7876,-0.801,4.8344,7.29055,26.812,2.86462
5.71955,26.812,3.4889,6.82604,-0.801,2.96733
2.37199,-0.801,4.31407,1.4613,26.812,2.76911
6.89016,-0.801,4.7557,3.74866,26.812,3.5514
2.34521,26.812,4.01848,8.12515,-0.801,2.9734
5.71018,-0.801,4.9035,8.08948,26.812,3.21882
2.66066,-0.801,4.48388,7.7475,26.812,2.94341
2.08386,26.812,5.1541,3.75744,-0.801,3.57738
1.7894,-0.801,5.19747,7.92888,26.812,3.0891
6.5417,-0.801,4.75368,2.42843,26.812,2.78455
7.56176,-0.801,4.62438,1.18467,26.812,3.3309
6.54443,26.812,2.86348,3.63457,-0.801,2.73271
1.16339,26.812,3.37927,7.08037,-0.801,3.29342
5.97783,26.812,4.26193,3.02758,-0.801,3.2975
6.06715,-0.801,4.27083,7.43332,26.812,3.31378
6.56327,-0.801,3.84889,3.51079,26.812,2.86904
6.81687,26.812,5.02563,1.40318,-0.801,4.55503
5.57146,-0.801,3.77587,2.32147,26.812,2.7385
1.03655,-0.801,5.13353,5.98111,26.812,3.34973
1.18014,-0.801,5.184,3.12761,26.812,3.42292
8.1867,26.812,4.5261,3.21505,-0.801,3.37631
3.53147,26.812,4.34384,7.41747,-0.801,3.3199
1.71916,26.812,3.84796,1.04513,-0.801,3.44099
5.78274,26.812,4.43089,6.77704,-0.801,3.21505
6.64676,26.812,4.86748,7.27934,-0.801,3.535
3.7003,26.812,3.62615,2.65055,-0.801,3.00499
6.70257,-0.801,4.31707,2.70253,26.812,3.45792
5.62689,26.812,4.33286,7.27185,-0.801,3.77304
5.55775,-0.801,3.45172,6.80108,26.812,2.87999
7.51375,26.812,4.74647,2.2564,-0.801,3.59466
5.98193,-0.801,3.72275,6.68338,26.812,3.26386
6.50836,26.812,5.14055,7.65863,-0.801,2.6616
5.78097,-0.801,5.05068,1.66716,26.812,4.03797
0.888889,26.812,3.53401,3.58147,-0.801,3.46146
1.87995,-0.801,4.38357,6.29513,26.812,3.6349
1.08011,-0.801,3.68956,1.91837,26.812,2.96079
7.65818,26.812,5.06684,3.70162,-0.801,3.21573
2.86061,26.812,4.85587,3.36757,-0.801,2.91698
2.1626,-0.801,4.49203,7.9341,26.812,2.69975
3.75378,-0.801,4.73853,2.28383,26.812,2.7949
2.18682,26.812,4.1437,1.51814,-0.801,3.42265
3.13128,26.812,4.66485,7.46108,-0.801,4.66123
3.0485,26.812,4.98508,0.875096,-0.801,4.3269
7.72961,-0.801,5.13888,1.54285,26.812,4.61109
3.59972,-0.801,4.77827,8.18177,26.812,3.65541
7.63691,26.812,5.00098,3.38879,-0.801,3.85493
5.75427,-0.801,3.67389,7.26289,26.812,2.67247
2.68876,-0.801,4.78822,7.71892,26.812,2.88465
1.7546,26.812,4.12041,7.04176,-0.801,2.82822
3.73229,26.812,5.09643,2.49231,-0.801,4.85089
6.06994,-0.801,5.04959,5.87894,26.812,2.66812
3.51735,26.812,5.0862,5.46685,-0.801,4.87753
6.45206,-0.801,3.2974,7.34216,26.812,2.7168
5.89956,26.812,4.01649,1.90492,-0.801,3.7785
5.71966,26.812,5.07481,1.25512,-0.801,4.56445
3.7877,-0.801,5.14281,1.01388,26.812,2.65872
2.20276,-0.801,4.99065,1.68283,26.812,3.82861
7.1264,-0.801,4.32187,3.21207,26.812,2.8154
2.31097,26.812,5.1127,2.14805,-0.801,4.71322
1.73464,26.812,4.30289,8.15943,-0.801,3.71387
3.25393,26.812,5.15435,6.94066,-0.801,3.8377
6.02856,-0.801,4.87921,3.30259,26.812,3.48805
1.30203,-0.801,4.01086,8.1448,26.812,3.82002
2.97327,-0.801,4.94562,2.35597,26.812,3.02032
8.04597,26.812,4.95456,5.8573,-0.801,3.11769
7.98948,-0.801,4.44367,5.60959,26.812,2.77668
3.75414,-0.801,5.04116,5.23177,26.812,2.81471
2.58111,26.812,4.7725,5.40236,-0.801,2.712
1.67155,-0.801,5.184,5.34055,26.812,3.18099
3.84013,26.812,4.40289,3.58726,-0.801,3.38719
5.26021,26.812,5.17351,3.76922,-0.801,2.68958
0.973331,-0.801,4.56692,1.89017,26.812,2.71857
5.78511,-0.801,3.58809,5.24002,26.812,2.71094
3.21069,26.812,4.21513,2.26876,-0.801,3.5513
7.99021,26.812,4.41772,6.5099,-0.801,2.83585
3.20688,-0.801,5.12286,7.47155,26.812,3.43668
6.94185,26.812,4.88523,2.03906,-0.801,3.76792
1.74481,26.812,3.77671,7.28288,-0.801,3.02315
1.12406,-0.801,3.88954,5.83272,26.812,2.79798
5.44946,26.812,4.91292,5.33002,-0.801,3.31698
7.98252,-0.801,5.16253,7.65391,26.812,3.53021
2.2894,-0.801,4.15055,1.02129,26.812,3.47616
6.08297,26.812,4.77869,3.56011,-0.801,2.79271
5.48998,26.812,5.16191,2.8793,-0.801,4.66318
6.66106,-0.801,4.70749,6.5233,26.812,2.88321
6.94944,-0.801,4.86279,7.23659,26.812,3.22474
6.00725,-0.801,5.05322,8.13872,26.812,3.52774
2.10823,26.812,4.78201,3.6322,-0.801,3.05723
5.34647,-0.801,4.87513,7.06438,26.812,2.6596
2.07831,26.812,4.74578,1.39291,-0.801,4.52562
1.52326,-0.801,4.01086,7.50116,26.812,3.5187
2.98493,-0.801,4.02208,7.94108,26.812,3.54874
5.40199,-0.801,5.03808,0.912103,26.812,4.66368
1.50147,26.812,4.94462,2.83734,-0.801,3.78499
2.39356,-0.801,3.71765,6.54804,26.812,3.54465
7.14131,-0.801,3.69026,7.8968,26.812,3.12394
7.06229,-0.801,5.05203,3.54026,26.812,3.81802
6.1831,-0.801,4.98963,7.42032,26.812,3.54853
1.11536,26.812,3.68144,1.77752,-0.801,3.5633
2.68593,-0.801,3.39342,5.41841,26.812,2.95718
5.48628,-0.801,3.50076,2.29168,26.812,3.15797
2.26128,26.812,4.54843,6.26072,-0.801,3.19929
2.14096,-0.801,4.74793,2.5203,26.812,2.87598
6.31741,26.812,4.79167,1.62952,-0.801,2.98526
2.43321,26.812,3.33935,7.27288,-0.801,2.86132
2.67977,-0.801,4.74151,2.36779,26.812,3.65808
7.67621,26.812,3.72856,5.37287,-0.801,3.57535
2.40043,26.812,4.91117,6.39812,-0.801,3.40866
6.13552,26.812,4.91845,2.70336,-0.801,2.96046
2.90228,-0.801,4.96032,2.49711,26.812,3.87943
2.00487,-0.801,2.68383,1.07902,26.812,2.61541
6.74981,-0.801,4.02984,2.23067,26.812,2.8568
3.26856,26.812,4.43271,7.29561,-0.801,2.6682
7.65923,-0.801,5.15711,1.29352,26.812,4.20492
7.47706,-0.801,4.58347,8.09673,26.812,3.36577
2.90942,26.812,4.90972,1.34763,-0.801,4.02904
6.2611,-0.801,4.18742,1.74027,26.812,3.3813
6.03285,-0.801,4.48362,6.7149,26.812,3.37451
1.58898,26.812,4.38399,3.48695,-0.801,2.86704
7.91067,26.812,4.6492,5.28203,-0.801,2.98523
7.27495,-0.801,4.04803,3.47891,26.812,2.66047
3.2681,26.812,4.90138,6.00351,-0.801,2.86788
7.70563,-0.801,5.00387,2.72586,26.812,3.08304
3.3228,26.812,4.00799,5.39332,-0.801,2.71262
0.979713,-0.801,5.04806,3.49035,26.812,3.58888
6.40628,26.812,4.64324,6.94941,-0.801,3.1105
1.91681,-0.801,3.75617,7.25572,26.812,2.94827
1.77549,-0.801,5.17638,7.26737,26.812,2.84102
6.94757,26.812,4.95772,2.29489,-0.801,3.85493
2.61101,-0.801,4.24575,7.1188,26.812,3.26898
6.72658,-0.801,4.13121,7.88216,26.812,2.68378
3.59264,-0.801,4.57839,6.65716,26.812,4.2281
3.45983,26.812,4.47583,6.02303,-0.801,3.59303
5.97604,-0.801,5.00773,1.73543,26.812,4.0976
5.29365,26.812,5.02066,0.976528,-0.801,3.25269
1.5141,-0.801,3.56943,2.3157,26.812,3.17937
1.40123,-0.801,4.1176,7.03813,26.812,3.83865
1.8593,-0.801,5.09382,3.83578,26.812,4.93572
7.30866,26.812,4.95021,3.36732,-0.801,4.46395
1.66091,-0.801,4.78104,6.00758,26.812,2.69335
5.4119,-0.801,4.95254,7.17727,26.812,3.85957
7.96813,26.812,4.28096,3.53883,-0.801,3.21004
1.91574,26.812,4.59424,3.54199,-0.801,2.65309
1.40371,26.812,4.88655,2.71115,-0.801,3.20787
7.62835,-0.801,4.73735,3.20553,26.812,4.52449
1.16985,-0.801,4.83639,5.42855,26.812,3.52949
6.37425,-0.801,5.12911,3.01651,26.812,2.91674
6.23311,26.812,4.51641,7.93975,-0.801,3.70578
5.93042,-0.801,4.59283,0.961492,26.812,3.27008
3.38775,26.812,3.94253,5.79024,-0.801,3.35296
6.71905,-0.801,4.27196,1.5824,26.812,3.27652
1.05911,26.812,4.50873,2.63315,-0.801,3.09554
5.69354,26.812,5.12949,7.83383,-0.801,3.35617
