931	84	7.31488	26.812	3.68876	1.97322	-0.801	2.71852
931	398	3.24444	-0.801	4.26518	7.82028	26.812	3.09581
931	660	3.41072	-0.801	3.72218	1.44984	26.812	2.91469
931	753	7.74318	26.812	3.77331	3.41602	-0.801	3.09452
931	887	7.08784	26.812	4.74856	2.25297	-0.801	2.89775
931	1307	7.07549	26.812	5.19466	8.15235	-0.801	4.59566
931	1647	8.09604	26.812	4.2091	5.62359	-0.801	2.80007
931	1915	1.76573	26.812	4.98972	1.30417	-0.801	3.00992
931	2096	1.68114	26.812	5.16087	1.60015	-0.801	3.15604
931	2543	7.38023	26.812	5.09628	1.71647	-0.801	2.93625
931	2755	1.4504	-0.801	5.11203	3.78898	26.812	2.6619
931	2791	7.66431	26.812	4.98006	2.41566	-0.801	3.38756
931	2844	8.24086	26.812	5.11553	5.9672	-0.801	2.65006
931	2849	6.42185	26.812	4.37442	6.69846	-0.801	4.12284
931	3025	7.8656	26.812	5.10318	2.60377	-0.801	3.20581
931	3137	1.44034	-0.801	5.17086	7.26662	26.812	3.87067
931	3780	1.77618	26.812	4.05599	2.04673	-0.801	2.97162
931	4150	3.44297	26.812	5.07232	2.61732	-0.801	3.37494
931	4312	1.22087	26.812	4.97306	6.6448	-0.801	3.72764
931	4501	3.25431	26.812	4.53848	1.48152	-0.801	3.44404
931	4649	3.32301	26.812	5.16494	5.55079	-0.801	4.73444
931	4690	5.55207	-0.801	3.80385	7.61686	26.812	2.99553
931	5115	1.55447	26.812	4.57539	6.72955	-0.801	3.28008
931	5713	1.21135	-0.801	4.9718	6.7104	26.812	3.1424
931	6332	5.56574	-0.801	5.18245	2.1748	26.812	3.13751
931	6531	0.888833	26.812	3.60614	2.55619	-0.801	2.82213
931	6550	7.32985	26.812	4.72491	7.10614	-0.801	3.56652
931	6566	1.03135	26.812	5.16347	5.35244	-0.801	4.02231
931	6741	1.15138	-0.801	5.19097	1.41114	26.812	3.09369
931	7229	1.697	-0.801	4.88262	7.5365	26.812	2.82712
931	7776	6.22485	26.812	4.73071	1.76145	-0.801	3.08306
931	7967	7.29216	26.812	4.86129	2.06758	-0.801	3.23052
931	8088	7.06382	-0.801	5.0065	1.00083	26.812	3.6161
931	8371	5.91208	-0.801	2.95338	6.63275	26.812	2.77671
931	8434	1.35871	26.812	4.23637	1.14138	-0.801	4.0025
931	8782	5.96995	-0.801	4.20818	7.66077	26.812	2.95711
931	8828	6.27637	-0.801	3.86453	2.33813	26.812	3.28647
931	8860	1.50884	-0.801	4.69381	7.0842	26.812	4.62475
931	8992	3.56293	-0.801	4.63423	7.73698	26.812	2.81208
931	9118	1.29848	-0.801	4.27056	1.80971	26.812	3.86909
931	9178	5.97922	26.812	5.023	1.50241	-0.801	2.65959
931	9235	5.65285	26.812	4.36543	7.33043	-0.801	3.31433
931	9256	3.83469	26.812	4.27011	7.69416	-0.801	4.25348
931	9335	0.868258	26.812	4.70825	2.53679	-0.801	3.79315
931	9752	5.45574	-0.801	4.90426	3.70981	26.812	2.65688
931	10371	5.48306	26.812	5.1399	3.78265	-0.801	4.11348
931	10766	6.93564	-0.801	4.07808	6.34935	26.812	3.12566
931	10767	3.59513	26.812	5.0304	2.05118	-0.801	4.54111
931	11093	7.38185	26.812	5.03649	2.00875	-0.801	3.34405
931	11488	3.43454	-0.801	4.47821	7.81234	26.812	3.95602
931	11852	6.21166	26.812	5.13758	7.40967	-0.801	3.40583
