929	67	2.15557	-0.801	4.54597	3.62721	26.812	2.83756
929	99	7.75242	26.812	2.71783	2.37422	-0.801	2.68016
929	594	1.74891	-0.801	4.90652	1.85528	26.812	3.32794
929	743	6.65333	26.812	2.92401	5.7238	-0.801	2.6866
929	756	1.21413	-0.801	3.5148	3.38225	26.812	2.84971
929	791	5.44107	-0.801	4.1387	1.03588	26.812	3.64812
929	1346	1.15367	-0.801	5.14382	6.37949	26.812	3.11227
929	1354	3.14426	26.812	3.82898	6.86002	-0.801	2.7832
929	1426	6.00376	26.812	4.44839	2.4826	-0.801	3.08306
929	1591	2.52607	-0.801	4.51518	1.601	26.812	3.68983
929	1710	1.36306	26.812	4.87411	2.59706	-0.801	2.759
929	1765	7.64885	-0.801	5.23556	5.72459	26.812	4.88105
929	1970	3.62805	26.812	5.17256	2.29526	-0.801	3.52177
929	2054	2.72568	26.812	5.12469	7.62254	-0.801	3.48514
929	2236	3.3723	-0.801	4.74655	7.84241	26.812	3.88272
929	2401	8.1036	26.812	5.03517	3.42437	-0.801	4.14274
929	2618	6.69511	26.812	4.69428	3.49731	-0.801	3.88172
929	2619	6.7646	-0.801	5.12695	7.32674	26.812	4.22832
929	3086	2.47969	26.812	5.08832	8.08277	-0.801	4.13838
929	3161	3.70598	-0.801	4.57262	2.87418	26.812	3.06171
929	3806	2.97355	26.812	4.87509	6.87142	-0.801	3.69871
929	3892	6.80585	26.812	4.94708	8.12133	-0.801	3.46774
929	3964	2.65498	-0.801	4.31587	6.84436	26.812	3.61762
929	3979	0.855523	-0.801	4.7343	3.47712	26.812	2.83186
929	3980	6.28481	-0.801	5.15456	1.83984	26.812	3.53596
929	3998	6.9294	-0.801	3.87874	7.19754	26.812	2.84174
929	4081	5.30787	26.812	5.16099	5.28568	-0.801	3.00377
929	4158	3.6149	26.812	4.09474	3.12609	-0.801	2.69692
929	4532	1.6345	-0.801	4.55429	1.71201	26.812	3.39075
929	4822	5.51257	26.812	3.33567	7.72376	-0.801	2.79366
929	4824	3.06606	26.812	4.80297	8.15799	-0.801	3.1638
929	4951	6.14698	26.812	4.835	7.18721	-0.801	3.22052
929	4986	5.96646	26.812	4.46176	2.29826	-0.801	2.72182
929	5266	0.94673	26.812	4.34252	7.86019	-0.801	3.29252
929	5666	2.33818	-0.801	4.29007	6.32289	26.812	3.28615
929	6028	3.18323	-0.801	4.09883	1.69724	26.812	3.15563
929	6261	5.44513	26.812	4.94682	3.43356	-0.801	3.29052
929	6369	5.31662	26.812	4.38801	5.27667	-0.801	3.76129
929	6694	7.4351	26.812	3.38038	1.77279	-0.801	2.98442
929	6749	3.11357	-0.801	4.55487	2.60717	26.812	3.65635
929	6802	5.31322	26.812	5.22964	2.29857	-0.801	4.35651
929	6837	2.81153	26.812	4.88057	1.31989	-0.801	3.35771
929	7277	3.70818	-0.801	4.70537	7.24343	26.812	3.59289
929	7857	1.56491	-0.801	4.97427	3.07382	26.812	3.61744
929	7944	3.20291	-0.801	4.78411	6.32682	26.812	4.12611
929	7994	6.25869	-0.801	4.56258	5.29208	26.812	2.67993
929	8426	8.08285	-0.801	4.98317	2.96498	26.812	3.84913
929	8604	1.28396	-0.801	4.75246	2.4354	26.812	4.28614
929	8613	6.78599	-0.801	4.48628	7.73672	26.812	3.88967
929	8805	1.73897	-0.801	5.18808	3.7045	26.812	3.92474
929	9039	6.69804	26.812	3.8656	1.07901	-0.801	3.23614
929	9151	3.05164	26.812	4.72703	0.820696	-0.801	2.75221
929	9337	5.79538	-0.801	5.12475	6.3135	26.812	2.98063
929	9591	2.53741	26.812	5.14597	6.60919	-0.801	3.16398
929	9627	7.77602	-0.801	4.10329	5.5792	26.812	2.74953
929	10601	2.85484	-0.801	3.49095	3.79362	26.812	3.41375
929	11147	5.56489	-0.801	5.1846	1.34859	26.812	2.91952
929	11176	5.86997	-0.801	4.84206	5.73129	26.812	3.44899
929	11683	3.65769	-0.801	5.12357	1.80641	26.812	2.83537
929	11694	2.02203	-0.801	3.13855	1.64533	26.812	2.92598
929	12043	2.44484	26.812	4.81454	6.11788	-0.801	2.80101
929	12092	6.07186	26.812	4.88709	5.86183	-0.801	2.72702
929	12135	3.59288	-0.801	4.11674	7.70477	26.812	2.94146
929	12429	7.4217	-0.801	4.53281	0.952583	26.812	3.58672
929	12472	7.95252	-0.801	5.04234	6.1977	26.812	3.56779
929	12529	3.64374	-0.801	4.77827	2.8798	26.812	4.31599
929	12892	6.99214	-0.801	4.5456	7.42402	26.812	2.82361
929	13154	1.91738	26.812	4.69884	6.41704	-0.801	3.73935
929	13236	8.04476	-0.801	4.00721	2.88932	26.812	3.1624
929	13395	2.00975	26.812	4.61937	7.37136	-0.801	3.69533
929	13475	0.995265	26.812	3.29476	7.02159	-0.801	3.0852
929	13935	1.77757	26.812	4.73477	3.76063	-0.801	2.85224
929	13992	0.941037	-0.801	3.59678	3.52738	26.812	2.77387
929	14159	7.51393	-0.801	5.06628	1.71335	26.812	3.33135
929	14211	1.24847	26.812	5.05385	1.25037	-0.801	2.76224
929	14347	7.37117	26.812	4.41219	7.63711	-0.801	3.35609
929	14387	2.12631	26.812	3.35782	5.35078	-0.801	2.99633
929	14623	6.59922	26.812	4.82343	5.81513	-0.801	2.85831
929	14641	5.74361	26.812	4.34719	6.69409	-0.801	4.04054
929	14749	2.58449	26.812	4.72705	7.91912	-0.801	3.6493
929	14813	8.19674	26.812	3.42616	6.28235	-0.801	2.96333
929	15017	5.71465	-0.801	4.6583	6.5728	26.812	2.67342
929	15174	3.22589	-0.801	4.95227	3.27227	26.812	2.79949
929	15841	5.24251	-0.801	5.19773	7.97246	26.812	4.18492
929	15880	1.17146	-0.801	5.0753	6.60076	26.812	3.16199
929	16087	6.26615	26.812	4.82692	3.39355	-0.801	2.74887
929	16528	6.46078	26.812	5.1603	3.36285	-0.801	3.21624
929	16810	5.72047	-0.801	4.79164	5.94786	26.812	3.2858
929	17077	3.5419	26.812	4.70846	6.0281	-0.801	4.15552
929	17671	1.85989	26.812	5.03903	6.69964	-0.801	3.03828
929	17897	8.13837	26.812	5.12395	2.34797	-0.801	4.44398
929	17977	3.51161	-0.801	2.93219	7.01216	26.812	2.61095
929	18043	7.98494	-0.801	4.54114	6.70055	26.812	3.12981
929	18586	0.854804	-0.801	3.61816	1.5274	26.812	3.00842
929	19432	7.53491	-0.801	5.12208	3.68477	26.812	4.25052
929	19597	2.57867	26.812	3.78975	7.71947	-0.801	2.66422
929	19839	5.46185	26.812	4.78063	6.86795	-0.801	2.78526
929	19954	1.39353	26.812	4.29691	0.907908	-0.801	2.69882
929	20197	2.71999	-0.801	4.86548	6.46425	26.812	2.67371
929	20230	1.12416	26.812	4.70664	1.61098	-0.801	3.53375
929	20380	1.59177	26.812	5.02559	2.35576	-0.801	4.34218
929	20400	2.23966	-0.801	5.18448	7.89308	26.812	3.57487
929	20558	7.74592	-0.801	3.72649	5.46768	26.812	2.67168
929	21111	7.12275	26.812	4.90643	5.39322	-0.801	4.02617
929	21184	6.89237	-0.801	3.93149	3.52863	26.812	3.26805
929	21533	5.53669	26.812	5.04363	6.40476	-0.801	3.23534
929	21662	7.33745	-0.801	4.01008	2.32374	26.812	2.85029
929	21694	5.30662	26.812	3.95305	2.54051	-0.801	2.71723
929	21881	2.22592	-0.801	4.28576	6.5264	26.812	3.36079
929	22182	6.88711	26.812	5.11603	2.01496	-0.801	3.04645
929	22227	7.79039	26.812	4.56756	3.69325	-0.801	3.49615
929	22235	1.51288	-0.801	4.60519	6.81948	26.812	3.17402
929	23358	6.65558	26.812	3.02837	5.67588	-0.801	2.71329
929	23725	3.7496	26.812	3.97777	1.25334	-0.801	3.67507
929	23831	3.46721	26.812	4.58069	6.06288	-0.801	2.71078
929	24010	7.67631	26.812	5.19085	6.48853	-0.801	3.12496
929	24176	1.05382	-0.801	4.91164	5.68113	26.812	4.3873
929	24594	1.96303	-0.801	5.1433	2.59399	26.812	3.2284
929	24693	1.16061	26.812	4.77719	6.22749	-0.801	4.42065
929	24721	2.2027	-0.801	4.41226	6.82158	26.812	3.80341
929	24876	6.70887	26.812	4.7075	2.29968	-0.801	3.34376
929	25199	7.71142	-0.801	3.81565	7.19365	26.812	2.83996
929	25237	7.99434	-0.801	5.07526	2.21102	26.812	3.46738
929	25546	7.58039	26.812	4.77482	5.98081	-0.801	3.05849
929	25726	1.99294	-0.801	4.58456	8.02994	26.812	3.20477
929	25794	1.82603	-0.801	4.21664	5.93758	26.812	3.26786
929	25904	1.08757	-0.801	5.14283	1.71359	26.812	4.46589
929	25984	1.81163	-0.801	4.99753	8.00085	26.812	4.57546
929	26107	7.02491	-0.801	4.83616	2.64401	26.812	3.15587
929	26112	2.00806	-0.801	4.51313	5.78256	26.812	2.97016
929	26616	7.17814	-0.801	3.03627	6.78386	26.812	2.77682
929	26692	6.04655	26.812	5.172	3.38589	-0.801	3.62548
929	26720	0.914938	-0.801	3.22955	8.1429	26.812	2.68859
929	27040	7.46585	26.812	4.90175	2.98998	-0.801	4.23568
929	27266	6.91208	-0.801	4.16689	2.50516	26.812	2.63524
929	27597	7.06896	-0.801	5.07098	5.77358	26.812	3.55535
929	27615	6.17867	-0.801	4.91428	5.45193	26.812	4.535
929	27638	7.29409	26.812	4.65459	3.06842	-0.801	2.97613
