,x1,y1,z1,x2,y2,z2
337,3.80936,14.45523,-1.239,-0.55669,-1.62797,14.901
338,-0.55669,-1.62797,14.901,7.0073,13.26053,0.237
339,7.0073,13.26053,0.237,-0.55669,-1.62797,14.901
340,-0.7097,1.62336,14.895,10.61088,10.45806,-1.743
341,10.61088,10.45806,-1.743,-0.7097,1.62336,14.895
342,-0.7097,1.62336,14.895,11.8341,1.03286,-9.159
343,11.8341,1.03286,-9.159,-0.7097,1.62336,14.895
344,-0.7097,1.62336,14.895,0.4815,-11.78048,-9.273
345,0.4815,-11.78048,-9.273,-0.7097,1.62336,14.895
346,-0.7097,1.62336,14.895,-0.59207,3.22609,-14.637
347,-0.59207,3.22609,-14.637,-0.7097,1.62336,14.895
348,-0.7097,1.62336,14.895,4.04998,11.78099,-8.355
349,4.04998,11.78099,-8.355,-0.7097,1.62336,14.895
350,-0.7097,1.62336,14.895,-3.98983,13.77553,-4.395
351,-3.98983,13.77553,-4.395,-0.7097,1.62336,14.895
352,-0.7097,1.62336,14.895,14.18715,3.99885,-2.781
353,14.18715,3.99885,-2.781,-0.7097,1.62336,14.895
354,-0.7097,1.62336,14.895,9.08431,-7.11359,-9.585
355,9.08431,-7.11359,-9.585,-0.7097,1.62336,14.895
356,-0.7097,1.62336,14.895,4.06417,14.28495,-2.103
357,4.06417,14.28495,-2.103,-0.7097,1.62336,14.895
358,-0.7097,1.62336,14.895,11.90931,-6.56212,-6.333
359,11.90931,-6.56212,-6.333,-0.7097,1.62336,14.895
360,1.66535,-0.73776,14.889,10.61088,10.45806,-1.743
361,10.61088,10.45806,-1.743,1.66535,-0.73776,14.889
362,1.66535,-0.73776,14.889,11.8341,1.03286,-9.159
363,11.8341,1.03286,-9.159,1.66535,-0.73776,14.889
364,1.66535,-0.73776,14.889,0.4815,-11.78048,-9.273
365,0.4815,-11.78048,-9.273,1.66535,-0.73776,14.889
366,1.66535,-0.73776,14.889,-0.59207,3.22609,-14.637
367,-0.59207,3.22609,-14.637,1.66535,-0.73776,14.889
368,1.66535,-0.73776,14.889,4.04998,11.78099,-8.355
369,4.04998,11.78099,-8.355,1.66535,-0.73776,14.889
370,1.66535,-0.73776,14.889,-3.98983,13.77553,-4.395
371,-3.98983,13.77553,-4.395,1.66535,-0.73776,14.889
372,1.66535,-0.73776,14.889,14.18715,3.99885,-2.781
373,14.18715,3.99885,-2.781,1.66535,-0.73776,14.889
374,1.66535,-0.73776,14.889,9.08431,-7.11359,-9.585
375,9.08431,-7.11359,-9.585,1.66535,-0.73776,14.889
376,1.66535,-0.73776,14.889,3.80936,14.45523,-1.239
377,3.80936,14.45523,-1.239,1.66535,-0.73776,14.889
378,1.66535,-0.73776,14.889,4.06417,14.28495,-2.103
379,4.06417,14.28495,-2.103,1.66535,-0.73776,14.889
380,-1.77219,-0.59636,14.883,10.61088,10.45806,-1.743
381,10.61088,10.45806,-1.743,-1.77219,-0.59636,14.883
382,-1.77219,-0.59636,14.883,11.8341,1.03286,-9.159
383,11.8341,1.03286,-9.159,-1.77219,-0.59636,14.883
384,-1.77219,-0.59636,14.883,13.4207,6.56526,1.335
385,13.4207,6.56526,1.335,-1.77219,-0.59636,14.883
386,-1.77219,-0.59636,14.883,0.4815,-11.78048,-9.273
387,0.4815,-11.78048,-9.273,-1.77219,-0.59636,14.883
388,-1.77219,-0.59636,14.883,-0.59207,3.22609,-14.637
389,-0.59207,3.22609,-14.637,-1.77219,-0.59636,14.883
390,-1.77219,-0.59636,14.883,4.04998,11.78099,-8.355
391,4.04998,11.78099,-8.355,-1.77219,-0.59636,14.883
392,-1.77219,-0.59636,14.883,-3.98983,13.77553,-4.395
393,-3.98983,13.77553,-4.395,-1.77219,-0.59636,14.883
394,-1.77219,-0.59636,14.883,14.18715,3.99885,-2.781
395,14.18715,3.99885,-2.781,-1.77219,-0.59636,14.883
396,-1.77219,-0.59636,14.883,9.08431,-7.11359,-9.585
397,9.08431,-7.11359,-9.585,-1.77219,-0.59636,14.883
398,-1.77219,-0.59636,14.883,3.80936,14.45523,-1.239
399,3.80936,14.45523,-1.239,-1.77219,-0.59636,14.883
400,0.92672,1.67811,14.877,11.8341,1.03286,-9.159
401,11.8341,1.03286,-9.159,0.92672,1.67811,14.877
402,0.92672,1.67811,14.877,0.4815,-11.78048,-9.273
403,0.4815,-11.78048,-9.273,0.92672,1.67811,14.877
404,0.92672,1.67811,14.877,-0.59207,3.22609,-14.637
405,-0.59207,3.22609,-14.637,0.92672,1.67811,14.877
406,0.92672,1.67811,14.877,4.04998,11.78099,-8.355
407,4.04998,11.78099,-8.355,0.92672,1.67811,14.877
408,0.92672,1.67811,14.877,-3.98983,13.77553,-4.395
409,-3.98983,13.77553,-4.395,0.92672,1.67811,14.877
410,0.92672,1.67811,14.877,14.18715,3.99885,-2.781
411,14.18715,3.99885,-2.781,0.92672,1.67811,14.877
412,0.92672,1.67811,14.877,9.08431,-7.11359,-9.585
413,9.08431,-7.11359,-9.585,0.92672,1.67811,14.877
414,0.92672,1.67811,14.877,4.06417,14.28495,-2.103
415,4.06417,14.28495,-2.103,0.92672,1.67811,14.877
416,0.92672,1.67811,14.877,11.90931,-6.56212,-6.333
417,11.90931,-6.56212,-6.333,0.92672,1.67811,14.877
418,0.92672,1.67811,14.877,-11.7772,3.04909,-8.775
419,-11.7772,3.04909,-8.775,0.92672,1.67811,14.877
420,0.46102,-1.90809,14.871,10.61088,10.45806,-1.743
421,10.61088,10.45806,-1.743,0.46102,-1.90809,14.871
422,0.46102,-1.90809,14.871,11.8341,1.03286,-9.159
423,11.8341,1.03286,-9.159,0.46102,-1.90809,14.871
424,0.46102,-1.90809,14.871,0.4815,-11.78048,-9.273
425,0.4815,-11.78048,-9.273,0.46102,-1.90809,14.871
426,0.46102,-1.90809,14.871,-0.59207,3.22609,-14.637
427,-0.59207,3.22609,-14.637,0.46102,-1.90809,14.871
428,0.46102,-1.90809,14.871,4.04998,11.78099,-8.355
