,x1,y1,z1,x2,y2,z2
8015,-6.57637,-2.02216,-13.329,3.4157,9.82336,10.809
8016,4.11942,-9.55644,10.803,10.61088,10.45806,-1.743
8017,10.61088,10.45806,-1.743,4.11942,-9.55644,10.803
8018,4.11942,-9.55644,10.803,11.8341,1.03286,-9.159
8019,11.8341,1.03286,-9.159,4.11942,-9.55644,10.803
8020,4.11942,-9.55644,10.803,2.34033,14.49242,3.081
8021,2.34033,14.49242,3.081,4.11942,-9.55644,10.803
8022,4.11942,-9.55644,10.803,-9.63243,9.66777,6.225
8023,-9.63243,9.66777,6.225,4.11942,-9.55644,10.803
8024,4.11942,-9.55644,10.803,-13.56919,5.13653,3.807
8025,-13.56919,5.13653,3.807,4.11942,-9.55644,10.803
8026,4.11942,-9.55644,10.803,-0.59207,3.22609,-14.637
8027,-0.59207,3.22609,-14.637,4.11942,-9.55644,10.803
8028,4.11942,-9.55644,10.803,4.04998,11.78099,-8.355
8029,4.04998,11.78099,-8.355,4.11942,-9.55644,10.803
8030,4.11942,-9.55644,10.803,-3.98983,13.77553,-4.395
8031,-3.98983,13.77553,-4.395,4.11942,-9.55644,10.803
8032,4.11942,-9.55644,10.803,14.18715,3.99885,-2.781
8033,14.18715,3.99885,-2.781,4.11942,-9.55644,10.803
8034,4.11942,-9.55644,10.803,3.80936,14.45523,-1.239
8035,3.80936,14.45523,-1.239,4.11942,-9.55644,10.803
8036,-9.49849,4.26654,10.797,10.61088,10.45806,-1.743
8037,10.61088,10.45806,-1.743,-9.49849,4.26654,10.797
8038,-9.49849,4.26654,10.797,11.8341,1.03286,-9.159
8039,11.8341,1.03286,-9.159,-9.49849,4.26654,10.797
8040,-9.49849,4.26654,10.797,13.4207,6.56526,1.335
8041,13.4207,6.56526,1.335,-9.49849,4.26654,10.797
8042,-9.49849,4.26654,10.797,0.4815,-11.78048,-9.273
8043,0.4815,-11.78048,-9.273,-9.49849,4.26654,10.797
8044,-9.49849,4.26654,10.797,-0.59207,3.22609,-14.637
8045,-0.59207,3.22609,-14.637,-9.49849,4.26654,10.797
8046,-9.49849,4.26654,10.797,4.04998,11.78099,-8.355
8047,4.04998,11.78099,-8.355,-9.49849,4.26654,10.797
8048,-9.49849,4.26654,10.797,14.18715,3.99885,-2.781
8049,14.18715,3.99885,-2.781,-9.49849,4.26654,10.797
8050,-9.49849,4.26654,10.797,8.65807,-8.39579,8.919
8051,8.65807,-8.39579,8.919,-9.49849,4.26654,10.797
8052,-9.49849,4.26654,10.797,9.08431,-7.11359,-9.585
8053,9.08431,-7.11359,-9.585,-9.49849,4.26654,10.797
8054,-9.49849,4.26654,10.797,7.0073,13.26053,0.237
8055,7.0073,13.26053,0.237,-9.49849,4.26654,10.797
8056,9.89181,3.27208,10.791,-7.62094,-8.79403,9.465
8057,-7.62094,-8.79403,9.465,9.89181,3.27208,10.791
8058,9.89181,3.27208,10.791,0.4815,-11.78048,-9.273
8059,0.4815,-11.78048,-9.273,9.89181,3.27208,10.791
8060,9.89181,3.27208,10.791,-13.56919,5.13653,3.807
8061,-13.56919,5.13653,3.807,9.89181,3.27208,10.791
8062,9.89181,3.27208,10.791,-0.59207,3.22609,-14.637
8063,-0.59207,3.22609,-14.637,9.89181,3.27208,10.791
8064,9.89181,3.27208,10.791,4.04998,11.78099,-8.355
8065,4.04998,11.78099,-8.355,9.89181,3.27208,10.791
8066,9.89181,3.27208,10.791,-3.98983,13.77553,-4.395
8067,-3.98983,13.77553,-4.395,9.89181,3.27208,10.791
8068,9.89181,3.27208,10.791,9.08431,-7.11359,-9.585
8069,9.08431,-7.11359,-9.585,9.89181,3.27208,10.791
8070,9.89181,3.27208,10.791,-11.7772,3.04909,-8.775
8071,-11.7772,3.04909,-8.775,9.89181,3.27208,10.791
8072,9.89181,3.27208,10.791,-7.55181,-2.06354,-12.795
8073,-7.55181,-2.06354,-12.795,9.89181,3.27208,10.791
8074,9.89181,3.27208,10.791,-6.57637,-2.02216,-13.329
8075,-6.57637,-2.02216,-13.329,9.89181,3.27208,10.791
8076,-5.08668,-9.09997,10.785,10.61088,10.45806,-1.743
8077,10.61088,10.45806,-1.743,-5.08668,-9.09997,10.785
8078,-5.08668,-9.09997,10.785,11.8341,1.03286,-9.159
8079,11.8341,1.03286,-9.159,-5.08668,-9.09997,10.785
8080,-5.08668,-9.09997,10.785,2.34033,14.49242,3.081
8081,2.34033,14.49242,3.081,-5.08668,-9.09997,10.785
8082,-5.08668,-9.09997,10.785,13.4207,6.56526,1.335
8083,13.4207,6.56526,1.335,-5.08668,-9.09997,10.785
8084,-5.08668,-9.09997,10.785,-0.59207,3.22609,-14.637
8085,-0.59207,3.22609,-14.637,-5.08668,-9.09997,10.785
8086,-5.08668,-9.09997,10.785,4.04998,11.78099,-8.355
8087,4.04998,11.78099,-8.355,-5.08668,-9.09997,10.785
8088,-5.08668,-9.09997,10.785,-3.98983,13.77553,-4.395
8089,-3.98983,13.77553,-4.395,-5.08668,-9.09997,10.785
8090,-5.08668,-9.09997,10.785,14.18715,3.99885,-2.781
8091,14.18715,3.99885,-2.781,-5.08668,-9.09997,10.785
8092,-5.08668,-9.09997,10.785,9.08431,-7.11359,-9.585
8093,9.08431,-7.11359,-9.585,-5.08668,-9.09997,10.785
8094,-5.08668,-9.09997,10.785,3.80936,14.45523,-1.239
8095,3.80936,14.45523,-1.239,-5.08668,-9.09997,10.785
8096,-2.3976,10.15208,10.779,11.8341,1.03286,-9.159
8097,11.8341,1.03286,-9.159,-2.3976,10.15208,10.779
8098,-2.3976,10.15208,10.779,0.4815,-11.78048,-9.273
8099,0.4815,-11.78048,-9.273,-2.3976,10.15208,10.779
8100,-2.3976,10.15208,10.779,-0.59207,3.22609,-14.637
8101,-0.59207,3.22609,-14.637,-2.3976,10.15208,10.779
8102,-2.3976,10.15208,10.779,14.18715,3.99885,-2.781
8103,14.18715,3.99885,-2.781,-2.3976,10.15208,10.779
8104,-2.3976,10.15208,10.779,-0.55161,-13.53833,6.435
8105,-0.55161,-13.53833,6.435,-2.3976,10.15208,10.779
8106,-2.3976,10.15208,10.779,8.65807,-8.39579,8.919
8107,8.65807,-8.39579,8.919,-2.3976,10.15208,10.779
8108,-2.3976,10.15208,10.779,9.08431,-7.11359,-9.585
8109,9.08431,-7.11359,-9.585,-2.3976,10.15208,10.779
8110,-2.3976,10.15208,10.779,11.90931,-6.56212,-6.333
8111,11.90931,-6.56212,-6.333,-2.3976,10.15208,10.779
8112,-2.3976,10.15208,10.779,-11.7772,3.04909,-8.775
8113,-11.7772,3.04909,-8.775,-2.3976,10.15208,10.779
8114,-2.3976,10.15208,10.779,13.52473,4.45749,-4.713
8115,13.52473,4.45749,-4.713,-2.3976,10.15208,10.779
8116,8.63067,-5.86975,10.773,11.8341,1.03286,-9.159
8117,11.8341,1.03286,-9.159,8.63067,-5.86975,10.773
8118,8.63067,-5.86975,10.773,2.34033,14.49242,3.081
8119,2.34033,14.49242,3.081,8.63067,-5.86975,10.773
8120,8.63067,-5.86975,10.773,-9.63243,9.66777,6.225
8121,-9.63243,9.66777,6.225,8.63067,-5.86975,10.773
8122,8.63067,-5.86975,10.773,0.4815,-11.78048,-9.273
8123,0.4815,-11.78048,-9.273,8.63067,-5.86975,10.773
8124,8.63067,-5.86975,10.773,-13.56919,5.13653,3.807
8125,-13.56919,5.13653,3.807,8.63067,-5.86975,10.773
8126,8.63067,-5.86975,10.773,-0.59207,3.22609,-14.637
8127,-0.59207,3.22609,-14.637,8.63067,-5.86975,10.773
8128,8.63067,-5.86975,10.773,4.04998,11.78099,-8.355
8129,4.04998,11.78099,-8.355,8.63067,-5.86975,10.773
8130,8.63067,-5.86975,10.773,-3.98983,13.77553,-4.395
8131,-3.98983,13.77553,-4.395,8.63067,-5.86975,10.773
8132,8.63067,-5.86975,10.773,3.80936,14.45523,-1.239
8133,3.80936,14.45523,-1.239,8.63067,-5.86975,10.773
8134,8.63067,-5.86975,10.773,7.0073,13.26053,0.237
8135,7.0073,13.26053,0.237,8.63067,-5.86975,10.773
8136,-10.33507,-1.50265,10.767,10.61088,10.45806,-1.743
8137,10.61088,10.45806,-1.743,-10.33507,-1.50265,10.767
8138,-10.33507,-1.50265,10.767,11.19873,1.87854,9.801
8139,11.19873,1.87854,9.801,-10.33507,-1.50265,10.767
8140,-10.33507,-1.50265,10.767,11.8341,1.03286,-9.159
8141,11.8341,1.03286,-9.159,-10.33507,-1.50265,10.767
8142,-10.33507,-1.50265,10.767,2.34033,14.49242,3.081
8143,2.34033,14.49242,3.081,-10.33507,-1.50265,10.767
8144,-10.33507,-1.50265,10.767,13.4207,6.56526,1.335
8145,13.4207,6.56526,1.335,-10.33507,-1.50265,10.767
8146,-10.33507,-1.50265,10.767,0.4815,-11.78048,-9.273
8147,0.4815,-11.78048,-9.273,-10.33507,-1.50265,10.767
8148,-10.33507,-1.50265,10.767,-0.59207,3.22609,-14.637
8149,-0.59207,3.22609,-14.637,-10.33507,-1.50265,10.767
8150,-10.33507,-1.50265,10.767,4.04998,11.78099,-8.355
8151,4.04998,11.78099,-8.355,-10.33507,-1.50265,10.767
8152,-10.33507,-1.50265,10.767,-3.98983,13.77553,-4.395
8153,-3.98983,13.77553,-4.395,-10.33507,-1.50265,10.767
8154,-10.33507,-1.50265,10.767,14.18715,3.99885,-2.781
8155,14.18715,3.99885,-2.781,-10.33507,-1.50265,10.767
8156,6.60965,8.09404,10.761,11.8341,1.03286,-9.159
8157,11.8341,1.03286,-9.159,6.60965,8.09404,10.761
8158,6.60965,8.09404,10.761,-7.62094,-8.79403,9.465
8159,-7.62094,-8.79403,9.465,6.60965,8.09404,10.761
8160,6.60965,8.09404,10.761,0.4815,-11.78048,-9.273
8161,0.4815,-11.78048,-9.273,6.60965,8.09404,10.761
8162,6.60965,8.09404,10.761,-13.56919,5.13653,3.807
8163,-13.56919,5.13653,3.807,6.60965,8.09404,10.761
8164,6.60965,8.09404,10.761,-0.59207,3.22609,-14.637
8165,-0.59207,3.22609,-14.637,6.60965,8.09404,10.761
8166,6.60965,8.09404,10.761,-0.55161,-13.53833,6.435
8167,-0.55161,-13.53833,6.435,6.60965,8.09404,10.761
8168,6.60965,8.09404,10.761,9.08431,-7.11359,-9.585
8169,9.08431,-7.11359,-9.585,6.60965,8.09404,10.761
8170,6.60965,8.09404,10.761,11.90931,-6.56212,-6.333
8171,11.90931,-6.56212,-6.333,6.60965,8.09404,10.761
8172,6.60965,8.09404,10.761,-11.7772,3.04909,-8.775
8173,-11.7772,3.04909,-8.775,6.60965,8.09404,10.761
8174,6.60965,8.09404,10.761,-7.55181,-2.06354,-12.795
8175,-7.55181,-2.06354,-12.795,6.60965,8.09404,10.761
8176,0.59405,-10.43921,10.755,10.61088,10.45806,-1.743
8177,10.61088,10.45806,-1.743,0.59405,-10.43921,10.755
8178,0.59405,-10.43921,10.755,11.8341,1.03286,-9.159
8179,11.8341,1.03286,-9.159,0.59405,-10.43921,10.755
8180,0.59405,-10.43921,10.755,2.34033,14.49242,3.081
8181,2.34033,14.49242,3.081,0.59405,-10.43921,10.755
8182,0.59405,-10.43921,10.755,-9.63243,9.66777,6.225
8183,-9.63243,9.66777,6.225,0.59405,-10.43921,10.755
8184,0.59405,-10.43921,10.755,13.4207,6.56526,1.335
8185,13.4207,6.56526,1.335,0.59405,-10.43921,10.755
8186,0.59405,-10.43921,10.755,-13.56919,5.13653,3.807
8187,-13.56919,5.13653,3.807,0.59405,-10.43921,10.755
8188,0.59405,-10.43921,10.755,-0.59207,3.22609,-14.637
8189,-0.59207,3.22609,-14.637,0.59405,-10.43921,10.755
8190,0.59405,-10.43921,10.755,4.04998,11.78099,-8.355
8191,4.04998,11.78099,-8.355,0.59405,-10.43921,10.755
8192,0.59405,-10.43921,10.755,-3.98983,13.77553,-4.395
8193,-3.98983,13.77553,-4.395,0.59405,-10.43921,10.755
8194,0.59405,-10.43921,10.755,14.18715,3.99885,-2.781
8195,14.18715,3.99885,-2.781,0.59405,-10.43921,10.755
8196,-7.49404,7.30058,10.749,10.61088,10.45806,-1.743
8197,10.61088,10.45806,-1.743,-7.49404,7.30058,10.749
8198,-7.49404,7.30058,10.749,11.8341,1.03286,-9.159
8199,11.8341,1.03286,-9.159,-7.49404,7.30058,10.749
8200,-7.49404,7.30058,10.749,13.4207,6.56526,1.335
8201,13.4207,6.56526,1.335,-7.49404,7.30058,10.749
8202,-7.49404,7.30058,10.749,0.4815,-11.78048,-9.273
8203,0.4815,-11.78048,-9.273,-7.49404,7.30058,10.749
8204,-7.49404,7.30058,10.749,-0.59207,3.22609,-14.637
8205,-0.59207,3.22609,-14.637,-7.49404,7.30058,10.749
8206,-7.49404,7.30058,10.749,4.04998,11.78099,-8.355
8207,4.04998,11.78099,-8.355,-7.49404,7.30058,10.749
8208,-7.49404,7.30058,10.749,14.18715,3.99885,-2.781
8209,14.18715,3.99885,-2.781,-7.49404,7.30058,10.749
8210,-7.49404,7.30058,10.749,-0.55161,-13.53833,6.435
8211,-0.55161,-13.53833,6.435,-7.49404,7.30058,10.749
8212,-7.49404,7.30058,10.749,8.65807,-8.39579,8.919
8213,8.65807,-8.39579,8.919,-7.49404,7.30058,10.749
8214,-7.49404,7.30058,10.749,9.08431,-7.11359,-9.585
8215,9.08431,-7.11359,-9.585,-7.49404,7.30058,10.749
8216,10.4635,-0.32126,10.743,-9.63243,9.66777,6.225
8217,-9.63243,9.66777,6.225,10.4635,-0.32126,10.743
8218,10.4635,-0.32126,10.743,0.4815,-11.78048,-9.273
8219,0.4815,-11.78048,-9.273,10.4635,-0.32126,10.743
8220,10.4635,-0.32126,10.743,-13.56919,5.13653,3.807
8221,-13.56919,5.13653,3.807,10.4635,-0.32126,10.743
8222,10.4635,-0.32126,10.743,-0.59207,3.22609,-14.637
8223,-0.59207,3.22609,-14.637,10.4635,-0.32126,10.743
8224,10.4635,-0.32126,10.743,4.04998,11.78099,-8.355
8225,4.04998,11.78099,-8.355,10.4635,-0.32126,10.743
8226,10.4635,-0.32126,10.743,-3.98983,13.77553,-4.395
8227,-3.98983,13.77553,-4.395,10.4635,-0.32126,10.743
8228,10.4635,-0.32126,10.743,9.08431,-7.11359,-9.585
8229,9.08431,-7.11359,-9.585,10.4635,-0.32126,10.743
8230,10.4635,-0.32126,10.743,-10.16124,4.80466,9.933
8231,-10.16124,4.80466,9.933,10.4635,-0.32126,10.743
8232,10.4635,-0.32126,10.743,-11.7772,3.04909,-8.775
8233,-11.7772,3.04909,-8.775,10.4635,-0.32126,10.743
8234,10.4635,-0.32126,10.743,-7.55181,-2.06354,-12.795
8235,-7.55181,-2.06354,-12.795,10.4635,-0.32126,10.743
8236,-7.93713,-6.83512,10.737,10.61088,10.45806,-1.743
8237,10.61088,10.45806,-1.743,-7.93713,-6.83512,10.737
8238,-7.93713,-6.83512,10.737,11.8341,1.03286,-9.159
8239,11.8341,1.03286,-9.159,-7.93713,-6.83512,10.737
8240,-7.93713,-6.83512,10.737,2.34033,14.49242,3.081
8241,2.34033,14.49242,3.081,-7.93713,-6.83512,10.737
8242,-7.93713,-6.83512,10.737,13.4207,6.56526,1.335
8243,13.4207,6.56526,1.335,-7.93713,-6.83512,10.737
8244,-7.93713,-6.83512,10.737,0.4815,-11.78048,-9.273
8245,0.4815,-11.78048,-9.273,-7.93713,-6.83512,10.737
8246,-7.93713,-6.83512,10.737,-0.59207,3.22609,-14.637
8247,-0.59207,3.22609,-14.637,-7.93713,-6.83512,10.737
8248,-7.93713,-6.83512,10.737,4.04998,11.78099,-8.355
8249,4.04998,11.78099,-8.355,-7.93713,-6.83512,10.737
8250,-7.93713,-6.83512,10.737,-3.98983,13.77553,-4.395
8251,-3.98983,13.77553,-4.395,-7.93713,-6.83512,10.737
8252,-7.93713,-6.83512,10.737,14.18715,3.99885,-2.781
8253,14.18715,3.99885,-2.781,-7.93713,-6.83512,10.737
8254,-7.93713,-6.83512,10.737,9.08431,-7.11359,-9.585
8255,9.08431,-7.11359,-9.585,-7.93713,-6.83512,10.737
8256,1.23626,10.40756,10.731,11.8341,1.03286,-9.159
8257,11.8341,1.03286,-9.159,1.23626,10.40756,10.731
8258,1.23626,10.40756,10.731,0.4815,-11.78048,-9.273
8259,0.4815,-11.78048,-9.273,1.23626,10.40756,10.731
8260,1.23626,10.40756,10.731,-0.59207,3.22609,-14.637
8261,-0.59207,3.22609,-14.637,1.23626,10.40756,10.731
8262,1.23626,10.40756,10.731,-0.55161,-13.53833,6.435
8263,-0.55161,-13.53833,6.435,1.23626,10.40756,10.731
8264,1.23626,10.40756,10.731,9.08431,-7.11359,-9.585
8265,9.08431,-7.11359,-9.585,1.23626,10.40756,10.731
8266,1.23626,10.40756,10.731,11.90931,-6.56212,-6.333
8267,11.90931,-6.56212,-6.333,1.23626,10.40756,10.731
8268,1.23626,10.40756,10.731,-11.7772,3.04909,-8.775
8269,-11.7772,3.04909,-8.775,1.23626,10.40756,10.731
8270,1.23626,10.40756,10.731,-7.55181,-2.06354,-12.795
8271,-7.55181,-2.06354,-12.795,1.23626,10.40756,10.731
8272,1.23626,10.40756,10.731,-6.57637,-2.02216,-13.329
8273,-6.57637,-2.02216,-13.329,1.23626,10.40756,10.731
8274,1.23626,10.40756,10.731,-7.50578,4.57907,-12.153
8275,-7.50578,4.57907,-12.153,1.23626,10.40756,10.731
8276,6.12221,-8.51428,10.725,10.61088,10.45806,-1.743
8277,10.61088,10.45806,-1.743,6.12221,-8.51428,10.725
8278,6.12221,-8.51428,10.725,11.8341,1.03286,-9.159
8279,11.8341,1.03286,-9.159,6.12221,-8.51428,10.725
8280,6.12221,-8.51428,10.725,2.34033,14.49242,3.081
8281,2.34033,14.49242,3.081,6.12221,-8.51428,10.725
8282,6.12221,-8.51428,10.725,-9.63243,9.66777,6.225
8283,-9.63243,9.66777,6.225,6.12221,-8.51428,10.725
8284,6.12221,-8.51428,10.725,-13.56919,5.13653,3.807
8285,-13.56919,5.13653,3.807,6.12221,-8.51428,10.725
8286,6.12221,-8.51428,10.725,-0.59207,3.22609,-14.637
8287,-0.59207,3.22609,-14.637,6.12221,-8.51428,10.725
8288,6.12221,-8.51428,10.725,4.04998,11.78099,-8.355
8289,4.04998,11.78099,-8.355,6.12221,-8.51428,10.725
8290,6.12221,-8.51428,10.725,-3.98983,13.77553,-4.395
8291,-3.98983,13.77553,-4.395,6.12221,-8.51428,10.725
8292,6.12221,-8.51428,10.725,3.80936,14.45523,-1.239
8293,3.80936,14.45523,-1.239,6.12221,-8.51428,10.725
8294,6.12221,-8.51428,10.725,7.0073,13.26053,0.237
8295,7.0073,13.26053,0.237,6.12221,-8.51428,10.725
8296,-10.27164,2.14392,10.719,10.61088,10.45806,-1.743
8297,10.61088,10.45806,-1.743,-10.27164,2.14392,10.719
8298,-10.27164,2.14392,10.719,11.19873,1.87854,9.801
8299,11.19873,1.87854,9.801,-10.27164,2.14392,10.719
8300,-10.27164,2.14392,10.719,11.8341,1.03286,-9.159
8301,11.8341,1.03286,-9.159,-10.27164,2.14392,10.719
8302,-10.27164,2.14392,10.719,13.4207,6.56526,1.335
8303,13.4207,6.56526,1.335,-10.27164,2.14392,10.719
8304,-10.27164,2.14392,10.719,0.4815,-11.78048,-9.273
8305,0.4815,-11.78048,-9.273,-10.27164,2.14392,10.719
8306,-10.27164,2.14392,10.719,-0.59207,3.22609,-14.637
8307,-0.59207,3.22609,-14.637,-10.27164,2.14392,10.719
8308,-10.27164,2.14392,10.719,4.04998,11.78099,-8.355
8309,4.04998,11.78099,-8.355,-10.27164,2.14392,10.719
8310,-10.27164,2.14392,10.719,14.18715,3.99885,-2.781
8311,14.18715,3.99885,-2.781,-10.27164,2.14392,10.719
8312,-10.27164,2.14392,10.719,8.65807,-8.39579,8.919
8313,8.65807,-8.39579,8.919,-10.27164,2.14392,10.719
8314,-10.27164,2.14392,10.719,9.08431,-7.11359,-9.585
8315,9.08431,-7.11359,-9.585,-10.27164,2.14392,10.719
8316,9.02745,5.36066,10.713,-7.62094,-8.79403,9.465
8317,-7.62094,-8.79403,9.465,9.02745,5.36066,10.713
8318,9.02745,5.36066,10.713,0.4815,-11.78048,-9.273
8319,0.4815,-11.78048,-9.273,9.02745,5.36066,10.713
8320,9.02745,5.36066,10.713,-13.56919,5.13653,3.807
8321,-13.56919,5.13653,3.807,9.02745,5.36066,10.713
8322,9.02745,5.36066,10.713,-0.59207,3.22609,-14.637
8323,-0.59207,3.22609,-14.637,9.02745,5.36066,10.713
8324,9.02745,5.36066,10.713,-3.98983,13.77553,-4.395
8325,-3.98983,13.77553,-4.395,9.02745,5.36066,10.713
8326,9.02745,5.36066,10.713,-0.55161,-13.53833,6.435
8327,-0.55161,-13.53833,6.435,9.02745,5.36066,10.713
8328,9.02745,5.36066,10.713,9.08431,-7.11359,-9.585
8329,9.08431,-7.11359,-9.585,9.02745,5.36066,10.713
8330,9.02745,5.36066,10.713,-11.7772,3.04909,-8.775
8331,-11.7772,3.04909,-8.775,9.02745,5.36066,10.713
8332,9.02745,5.36066,10.713,-7.55181,-2.06354,-12.795
8333,-7.55181,-2.06354,-12.795,9.02745,5.36066,10.713
8334,9.02745,5.36066,10.713,-6.57637,-2.02216,-13.329
8335,-6.57637,-2.02216,-13.329,9.02745,5.36066,10.713
8336,-3.03726,-10.0566,10.707,10.61088,10.45806,-1.743
8337,10.61088,10.45806,-1.743,-3.03726,-10.0566,10.707
8338,-3.03726,-10.0566,10.707,11.8341,1.03286,-9.159
8339,11.8341,1.03286,-9.159,-3.03726,-10.0566,10.707
8340,-3.03726,-10.0566,10.707,2.34033,14.49242,3.081
8341,2.34033,14.49242,3.081,-3.03726,-10.0566,10.707
8342,-3.03726,-10.0566,10.707,-9.63243,9.66777,6.225
8343,-9.63243,9.66777,6.225,-3.03726,-10.0566,10.707
8344,-3.03726,-10.0566,10.707,13.4207,6.56526,1.335
8345,13.4207,6.56526,1.335,-3.03726,-10.0566,10.707
8346,-3.03726,-10.0566,10.707,-0.59207,3.22609,-14.637
8347,-0.59207,3.22609,-14.637,-3.03726,-10.0566,10.707
8348,-3.03726,-10.0566,10.707,4.04998,11.78099,-8.355
8349,4.04998,11.78099,-8.355,-3.03726,-10.0566,10.707
8350,-3.03726,-10.0566,10.707,-3.98983,13.77553,-4.395
8351,-3.98983,13.77553,-4.395,-3.03726,-10.0566,10.707
8352,-3.03726,-10.0566,10.707,14.18715,3.99885,-2.781
8353,14.18715,3.99885,-2.781,-3.03726,-10.0566,10.707
8354,-3.03726,-10.0566,10.707,9.08431,-7.11359,-9.585
8355,9.08431,-7.11359,-9.585,-3.03726,-10.0566,10.707
8356,-4.55621,9.47257,10.701,11.8341,1.03286,-9.159
8357,11.8341,1.03286,-9.159,-4.55621,9.47257,10.701
8358,-4.55621,9.47257,10.701,0.4815,-11.78048,-9.273
8359,0.4815,-11.78048,-9.273,-4.55621,9.47257,10.701
8360,-4.55621,9.47257,10.701,-0.59207,3.22609,-14.637
8361,-0.59207,3.22609,-14.637,-4.55621,9.47257,10.701
8362,-4.55621,9.47257,10.701,14.18715,3.99885,-2.781
8363,14.18715,3.99885,-2.781,-4.55621,9.47257,10.701
8364,-4.55621,9.47257,10.701,-0.55161,-13.53833,6.435
8365,-0.55161,-13.53833,6.435,-4.55621,9.47257,10.701
8366,-4.55621,9.47257,10.701,8.65807,-8.39579,8.919
8367,8.65807,-8.39579,8.919,-4.55621,9.47257,10.701
8368,-4.55621,9.47257,10.701,9.08431,-7.11359,-9.585
8369,9.08431,-7.11359,-9.585,-4.55621,9.47257,10.701
8370,-4.55621,9.47257,10.701,11.90931,-6.56212,-6.333
8371,11.90931,-6.56212,-6.333,-4.55621,9.47257,10.701
8372,-4.55621,9.47257,10.701,-11.7772,3.04909,-8.775
8373,-11.7772,3.04909,-8.775,-4.55621,9.47257,10.701
8374,-4.55621,9.47257,10.701,13.52473,4.45749,-4.713
8375,13.52473,4.45749,-4.713,-4.55621,9.47257,10.701
8376,9.7639,-3.90938,10.695,2.34033,14.49242,3.081
8377,2.34033,14.49242,3.081,9.7639,-3.90938,10.695
8378,9.7639,-3.90938,10.695,-9.63243,9.66777,6.225
8379,-9.63243,9.66777,6.225,9.7639,-3.90938,10.695
8380,9.7639,-3.90938,10.695,0.4815,-11.78048,-9.273
8381,0.4815,-11.78048,-9.273,9.7639,-3.90938,10.695
8382,9.7639,-3.90938,10.695,-13.56919,5.13653,3.807
8383,-13.56919,5.13653,3.807,9.7639,-3.90938,10.695
8384,9.7639,-3.90938,10.695,-0.59207,3.22609,-14.637
8385,-0.59207,3.22609,-14.637,9.7639,-3.90938,10.695
8386,9.7639,-3.90938,10.695,4.04998,11.78099,-8.355
8387,4.04998,11.78099,-8.355,9.7639,-3.90938,10.695
8388,9.7639,-3.90938,10.695,-3.98983,13.77553,-4.395
8389,-3.98983,13.77553,-4.395,9.7639,-3.90938,10.695
8390,9.7639,-3.90938,10.695,3.80936,14.45523,-1.239
8391,3.80936,14.45523,-1.239,9.7639,-3.90938,10.695
8392,9.7639,-3.90938,10.695,-10.16124,4.80466,9.933
8393,-10.16124,4.80466,9.933,9.7639,-3.90938,10.695
8394,9.7639,-3.90938,10.695,4.06417,14.28495,-2.103
8395,4.06417,14.28495,-2.103,9.7639,-3.90938,10.695
8396,-9.84605,-3.71492,10.689,10.61088,10.45806,-1.743
8397,10.61088,10.45806,-1.743,-9.84605,-3.71492,10.689
8398,-9.84605,-3.71492,10.689,11.19873,1.87854,9.801
8399,11.19873,1.87854,9.801,-9.84605,-3.71492,10.689
8400,-9.84605,-3.71492,10.689,11.8341,1.03286,-9.159
8401,11.8341,1.03286,-9.159,-9.84605,-3.71492,10.689
8402,-9.84605,-3.71492,10.689,2.34033,14.49242,3.081
8403,2.34033,14.49242,3.081,-9.84605,-3.71492,10.689
8404,-9.84605,-3.71492,10.689,13.4207,6.56526,1.335
8405,13.4207,6.56526,1.335,-9.84605,-3.71492,10.689
8406,-9.84605,-3.71492,10.689,0.4815,-11.78048,-9.273
8407,0.4815,-11.78048,-9.273,-9.84605,-3.71492,10.689
8408,-9.84605,-3.71492,10.689,-0.59207,3.22609,-14.637
8409,-0.59207,3.22609,-14.637,-9.84605,-3.71492,10.689
8410,-9.84605,-3.71492,10.689,4.04998,11.78099,-8.355
8411,4.04998,11.78099,-8.355,-9.84605,-3.71492,10.689
8412,-9.84605,-3.71492,10.689,-3.98983,13.77553,-4.395
8413,-3.98983,13.77553,-4.395,-9.84605,-3.71492,10.689
8414,-9.84605,-3.71492,10.689,14.18715,3.99885,-2.781
8415,14.18715,3.99885,-2.781,-9.84605,-3.71492,10.689
8416,4.75353,9.39561,10.683,11.8341,1.03286,-9.159
8417,11.8341,1.03286,-9.159,4.75353,9.39561,10.683
8418,4.75353,9.39561,10.683,-7.62094,-8.79403,9.465
8419,-7.62094,-8.79403,9.465,4.75353,9.39561,10.683
8420,4.75353,9.39561,10.683,0.4815,-11.78048,-9.273
8421,0.4815,-11.78048,-9.273,4.75353,9.39561,10.683
8422,4.75353,9.39561,10.683,-0.59207,3.22609,-14.637
8423,-0.59207,3.22609,-14.637,4.75353,9.39561,10.683
8424,4.75353,9.39561,10.683,-0.55161,-13.53833,6.435
8425,-0.55161,-13.53833,6.435,4.75353,9.39561,10.683
8426,4.75353,9.39561,10.683,9.08431,-7.11359,-9.585
8427,9.08431,-7.11359,-9.585,4.75353,9.39561,10.683
8428,4.75353,9.39561,10.683,11.90931,-6.56212,-6.333
8429,11.90931,-6.56212,-6.333,4.75353,9.39561,10.683
8430,4.75353,9.39561,10.683,-11.7772,3.04909,-8.775
8431,-11.7772,3.04909,-8.775,4.75353,9.39561,10.683
8432,4.75353,9.39561,10.683,-7.55181,-2.06354,-12.795
